60;30
'44770, 447710, 447711, 447712, 447713, 447714, 447715, 447716, 447718, 447719, 447720, 447729, 447730, 447731, 447732, 447734, 447736, 447739, 447740, 447742, 447743, 447745, 447746, 447749, 447750, 447751, 447752, 447753, 447754, 447759, 447761, 447762, 447763, 447764, 447793, 447801, 447802, 447803, 447808, 447809, 447819, 447820, 447821, 447834, 447840, 447841, 447845, 447849, 447850, 447851, 447860, 447885, 447889';0.1400;0.1400
'447773, 447779, 447790, 447791, 447792, 447800, 447811, 447812, 447813, 447814, 447815, 447816, 447817, 447837, 447854, 447855, 447866, 447870, 447890, 447929, 447966, 447967, 447968, 447969, 447970, 447971, 447973, 447974, 447976, 447977, 447980, 447989';0.1400;0.1400
'447722, 447726, 447757, 447758, 447804, 447806, 447903, 447904, 447905, 447906, 447908, 447910, 447913, 447914, 447930, 447931, 447932, 447939, 447940, 447941, 447944, 447946, 447947, 447949, 447950, 447951, 447952, 447953, 447956, 447957, 447958, 447959, 447960, 447961, 447962, 447963, 447981, 447984, 447985, 447986, 447987';0.1400;0.1400
'447659, 447663, 447666, 447717, 447721, 447733, 447741, 447747, 447748, 447760, 447765, 447766, 447767, 447768, 447769, 447770, 447771, 447774, 447775, 447776, 447778, 447780, 447785, 447786, 447787, 447788, 447789, 447795, 447796, 447798, 447799, 447810, 447818, 447831, 447833, 447836, 447867, 447876, 447879, 447880, 447881, 447884, 447887, 447899, 447900, 447901, 447909, 447919, 447979, 447990';0.1580;0.1580
4470;0.2200;0.2200
'4480, 4489, 449';0.0110;0.0110
'44118, 4481, 4482, 4483, 4484, 4485, 4486, 4487, 4488';0.1100;0.1100
'380';0.1000;0.1000
'38044';0.0730;0.0730
'38063, 38093';0.1200;0.1200
'38039';0.1200;0.1200
'38067, 38096, 38097, 38098';0.1200;0.1200
'38050, 38066, 38095, 38099';0.1200;0.1200
'38068';0.1200;0.1200
'971';0.2000;0.2000
'97150, 97155, 9718';0.1760;0.1760
'598';0.0600;0.0600
'5989';0.1760;0.1760
'1';0.0090;0.0090
'1907';0.0250;0.0250
'1808';0.0590;0.0590
'1212, 1347, 1646, 1718, 1917';0.0090;0.0090
'1800, 1877, 1880, 1881, 1888';0.0090;0.0090
'998';0.0800;0.0800
'678';0.5107;0.5107
'379';0.0244;0.0244
'58';0.0250;0.0250
'58212';0.0230;0.0230
'584';0.2200;0.2200
'84';0.1600;0.1600
'844';0.1550;0.1550
'848';0.1300;0.1300
'849';0.1680;0.1680
'1340';0.0200;0.0200
'681';0.6000;0.6000
'685';0.3300;0.3300
'967';0.1154;0.1154
'260';0.1600;0.1600
'26017, 26095, 26096, 26097';0.1499;0.1499
'263';0.0650;0.0650
'26311, 26323, 2637';0.1600;0.1600
'26391';0.3000;0.3000
